Activity ID and name*,Data element ID*,Data element label*,Description and definition*,Data type*,Input option,Quantity subtype,Calculation,Validation condition,Optionality*,Functional grouping of data elements,Linkages to decision-support tables,Annotations,International Classification of Diseases 11th Revision (ICD-11) code*,ICD-11 Uniform Resource Identifier (URI),ICD-11 code title,ICD-11 relationship,"ICD-11
comments and considerations","International Classification of Diseases 10th Revision (ICD-10)
code*",ICD-10 code title,ICD-10 relationship,"ICD-10
comments and considerations",Logical Observation Identifiers Names and Codes (LOINC) version 2.73 code*,LOINC version 2.73 long common name,LOINC version 2.73 relationship,"LOINC version 2.73
comments and considerations","International Classification of Health Interventions (ICHI) (Beta 3)
code*","CIEL
URI",CIEL code title,CIEL relationship,"CIEL
comments and considerations","International Classification of Functioning, Disability and Health (ICF)
category*",ICF URI,ICF category name,ICF relationship,"ICF
comments and considerations",Anatomical Therapeutic Chemical (ATC) code*,ATC substance name,ATC relationship,ATC comments and considerations,Systematized Nomenclature of Medicine Clinical Terms (SNOMED) Global Patient Set (GPS) code*,SNOMED GPS preferred name,"SNOMED GPS
relationship","SNOMED GPS
comments and considerations"
MISAU.D MCH,MISAU.D.DE189,Country / Province of Origin,The patient's country and province of birth as registered in the demographic record.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE190,Residence,Current residential address of the child as registered in the demographic record.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Chief Complaint & History of Present Illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE191,Chief Complaint,"The primary reason for the child's attendance at this consultation, as reported by the caregiver or older child. Recorded in the caregiver's or patient's own words.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE192,History of Present Illness,"A narrative description of the child's current symptoms, their onset, duration, severity, and any relevant events since the last consultation or since symptoms began.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Past Pathological History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE193,Chronic Diseases,"Documents whether the child has any known chronic conditions. If Yes is ticked, the clinician selects diagnoses from the ICD-10 list. Multiple entries are permitted.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE194,Yes,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE195,No,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE196,Medication Allergies,"Records whether the child has any known allergies to medications. If Yes, the clinician enters the specific drug(s) from the medication list. Repeatable.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE197,Yes,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE198,No,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE199,Food Allergies,"Records whether the child has any known allergies to food items. If Yes, the clinician enters the specific food allergen(s). Repeatable.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE200,Yes,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE201,No,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE202,Other Allergies,"Records any other allergies not covered by medication or food categories (e.g., latex, environmental, insect stings). Repeatable.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE203,Yes,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE204,No,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE205,Previous Illnesses,"Records significant past illnesses or episodes the child has experienced, coded using ICD-10 diagnoses. Repeatable — multiple past conditions can be entered.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE206,Family History,"Clinician's narrative notes on relevant medical conditions in the child's immediate family (parents, siblings, grandparents) that may have genetic or epidemiological relevance.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Psychosocial History,,,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE207,Alcohol Use (Household),,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE208,Yes,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE209,No,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE210,Tobacco Use (Household),,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE211,Yes,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE212,No,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE213,Previous Travel History,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE214,Yes,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE215,No,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Personal Paediatric / Neonatal History  (shown only for children aged < 2 years ,,,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE216,Paediatric / Neonatal Personal History,"Structured history of the perinatal and early neonatal period, including birth weight, gestational age, delivery type, APGAR score, neonatal complications, and feeding history. This section is only displayed when the child is under 2 years of age.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE217,birth weight,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE218,gestational age,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE219,Delivery type,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE220,APGAR score,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE221,neonatal complications,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menstrual History  shown only for female patients of menarchal age),,,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE222,Menarche,"Records whether menarche (first menstrual period) has occurred. If Yes, the age at menarche is captured.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE223,Yes,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE224,No,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE225,Menopause,"Records whether menopause has occurred (relevant for older adolescent patients). If Yes, the age at menopause is captured.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE226,Yes,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE227,No,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE228,Date of Last Menstruation,"The date of the most recent menstrual period, used to assess cycle regularity and pregnancy status.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE229,Date of Penultimate Menstruation,"The date of the second-to-last menstrual period, used together with the last menstruation date to calculate cycle length.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE230,Cycle Periodicity,"The typical number of days between the start of consecutive menstrual cycles, indicating regularity.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE231,Menstrual Flow Characteristics,"Descriptive notes on the quality and character of the menstrual flow — including volume, colour, clots, pain, and duration.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Review of Systems,,,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE232,General Complaints,"Narrative summary of non-specific constitutional symptoms such as fatigue, weight loss, fever, night sweats, or general malaise.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE233,Respiratory & Cardiovascular,"System review covering respiratory symptoms (cough, wheeze, dyspnoea) and cardiovascular symptoms (palpitations, oedema, chest pain).",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE234,Gastrointestinal,"System review covering GI symptoms including nausea, vomiting, diarrhoea, abdominal pain, and changes in appetite or bowel habit.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE235,Genitourinary,"System review covering urinary symptoms (frequency, dysuria, haematuria) and genital complaints relevant to the child's age.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE236,Nervous System,"System review covering neurological symptoms such as headache, seizures, changes in consciousness, weakness, or sensory disturbances.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE237,Haemolymphopoietic System,"System review covering haematological and lymphatic symptoms including pallor, bruising, lymphadenopathy, and bleeding tendencies.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE238,Osteo-myo-articular,"System review covering musculoskeletal complaints including joint pain, swelling, fractures, limb deformity, and muscle weakness.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE239,Endocrine,"System review covering endocrine symptoms such as polyuria, polydipsia, growth abnormalities, and thyroid-related complaints.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  GENERAL EXAMINATION  ALL PAEDIATRIC SERVICES),,,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 General Physical Examination,,,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE240,General Condition,"Clinician's overall narrative assessment of the child's appearance, alertness, nutritional state, and degree of distress. Required field.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE241,Warning / Danger Signs,Identifies the presence of WHO Integrated Management of Childhood Illness (IMCI) danger signs. Multiple selections are permitted. The presence of any danger sign requires urgent clinical action.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE242,Unable to drink or breastfeed,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE243,Vomits everything eaten,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE244,Seizures (currently or history),,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE245,Lethargic,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE246,Unconscious,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Level of Consciousness — Glasgow Coma Scale (GCS),,,,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE247,GCS Total Score,"The total Glasgow Coma Scale score, automatically summed from the three component subscores below. Range: 3–15. Scores ≤ 8 indicate severe impairment.",Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE248,GCS – Eye Opening Response,Assesses the child's eye-opening response to stimuli as part of the Glasgow Coma Scale.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE249,        ◦  4 – Spontaneous eye opening,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE250,        ◦  3 – Eye opening to sound / voice,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE251,        ◦  2 – Eye opening to pressure / pain,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE252,        ◦  1 – No eye opening,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE253,GCS – Verbal Response,Assesses the child's best verbal response to stimuli as part of the Glasgow Coma Scale.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE254,        ◦  5 – Oriented,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE255,        ◦  4 – Confused,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE256,        ◦  3 – Verbalises isolated words,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE257,        ◦  2 – Verbalises sounds only,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE258,        ◦  1 – No verbal response,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE259,GCS – Motor Response,Assesses the child's best motor response to stimuli as part of the Glasgow Coma Scale.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE260,        ◦  6 – Obeys commands,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE261,        ◦  5 – Localises stimulus,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE262,        ◦  4 – Normal flexion,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE263,        ◦  3 – Abnormal flexion,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE264,        ◦  2 – Abnormal extension,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE265,        ◦  1 – No motor response,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General State & Biotype,,,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE266,General State,"Clinician's overall assessment of the child's clinical condition at examination, selecting from standardised categories.",coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE267,        ◦  Good,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE268,        ◦  Satisfactory,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE269,        ◦  Poor,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE270,        ◦  Serious / Grave,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE271,Biotype,The somatotype / body composition classification of the child based on physical observation.,coding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE272,"        ◦  Ectomorph (lean, linear build)",,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE273,"        ◦  Mesomorph (muscular, athletic build)",,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE274,"        ◦  Endomorph (rounded, higher adiposity)",,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Anthropometric Measurements,,,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE275,Weight,"The child's measured body weight in kilograms. Used for growth monitoring, drug dosing, and malnutrition classification.",Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE276,Height / Length,The child's measured standing height (>2 years) or recumbent length (≤2 years) in metres. Used for growth monitoring and BMI calculation.,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE277,BMI (Body Mass Index),"Body Mass Index, automatically calculated from weight and height (kg ÷ m²). Used for nutritional status classification in children ≥ 2 years.",Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Vital Signs,,,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE278,Temperature,The child's measured body temperature in degrees Celsius. Fever (≥ 38°C) and hypothermia (< 36°C) are clinically significant findings in paediatric patients.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE279,Heart Rate / Cardiac Frequency,The child's heart rate measured in beats per minute. Normal ranges are age-dependent in paediatric patients.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE280,Respiratory Rate,The child's breathing rate in cycles per minute. Elevated respiratory rate (tachypnoea) is an IMCI danger sign.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE281,Blood Pressure – Systolic,"The peak arterial pressure during a heartbeat, measured in mmHg. Additional BP readings can be added using the '+' button.",codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE282,Blood Pressure – Diastolic,"The arterial pressure between heartbeats, measured in mmHg.",codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Pulse Assessment (multi-site — repeatable per site),,,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE283,Pulse Site,The anatomical site at which the pulse is being assessed. Multiple sites can be examined.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE284,        ◦  Radial,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE285,        ◦  Brachial,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE286,        ◦  Carotid,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE287,        ◦  Popliteal,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE288,        ◦  Femoral,,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE289,        ◦  Pedal (Dorsalis Pedis),,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE290,Pulse Rate (per site),Heart rate in beats per minute measured at the selected pulse site.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE291,Pulse Rhythm (per site),The regularity or irregularity of the pulse at the selected site.,codes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE292,        ◦  Regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE293,        ◦  Irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE294,Pulse Amplitude (per site),The strength or volume of the pulse at the selected site — describes the quality of the pulse wave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Disease Screening ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE295,HIV Screening,"Standardised HIV screening protocol applied during the paediatric consultation, following the national HIV screening algorithm. Captures risk assessment, testing recommendation, and test results where applicable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE296,TB Screening,"Standardised tuberculosis symptom screening capturing cough duration, weight loss, fever, night sweats, and TB contact history, following the national TB screening algorithm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional Physical Examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE297,Skin,"Assessment of the child's skin for colour (pallor, jaundice, cyanosis), rashes, lesions, wounds, turgor, and hydration.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE298,Mucous Membranes,"Assessment of mucous membranes for colour, moisture, and signs of anaemia or dehydration (e.g., pale conjunctivae, dry mouth).",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE299,Hair,"Assessment of hair quality, distribution, and changes that may indicate nutritional deficiency (e.g., hair depigmentation, brittleness in kwashiorkor).",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE300,Nails,"Assessment of nail appearance including clubbing, koilonychia, cyanosis, and pitting.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE301,Skull / Cranium,"Assessment of head shape, symmetry, fontanelle status (open/closed, bulging, sunken), and cranial sutures.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE302,Hair (scalp-specific),"Assessment of scalp hair density, texture, and distribution.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE303,Paranasal Sinuses,Palpation and assessment of the frontal and maxillary sinuses for tenderness or swelling.,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE304,Eyes,"Assessment including conjunctival colour, scleral icterus, pupillary responses, visual tracking, and any discharge or abnormality.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE305,Ears,"Assessment of the external ear, ear canal, and tympanic membrane. Includes otoscopy findings and presence of discharge or pain.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Abnormal Masses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE306,Abnormal Masses Present?,"Records whether any abnormal mass or lump is detected on physical examination. A 'Yes' response enables a mandatory free-text field to describe the mass location, size, consistency, and mobility.",boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE307,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE308,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISAU.D MCH,MISAU.D.DE309,Abnormal Mass – Details,"Free text description of any abnormal mass detected, including location, size, consistency, surface, mobility, tenderness, and any associated findings. Required when 'Abnormal Masses Present?' = Yes.",string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
